"id","texto","palavras"
"F0075","Na relação do homem com o real, sendo o homem real, o homem vai preferir sempre os modos potenciais que o favoreçam a ele próprio. Mesmo um racista que acha que é superior ao outro, se daí resultar algum lucro ou vantagem, incluirá o outro na sua relação: fará dele trabalhador, inquilino, amigo, o que for. Se assim não fosse, não haveria sequer relação com o outro.

O comum é esta dinâmica. Se não fosse assim, viveríamos todos no círculo do real e não no círculo da apreensão do real, o que sabemos não ser o caso. O círculo que se tem como verdadeiro ajusta-se sempre ao círculo maior que sou eu.

Há benefício no modo de ser de esquerda do mundo, senão não existiriam massas e delas não poderia sequer surgir o filósofo. Todos os ismos políticos, todas as correntes de pensamento modernas e contemporâneas — que no fundo são o mesmo que modos de pensar — têm as suas próprias lógicas de perpetuação dentro dos seus formalismos. Mas, independentemente disso, todos cometem o mesmo pecado: sobre-elevar o eu para além do real.

Se não houver critério exterior para o comportamento, então, como é óbvio, em meras décadas o número de assaltos e crimes violentos aumenta. Se não houver dependência estrutural do que é o bem, como é óbvio, em meras décadas deixa de existir estrutura familiar. E por aí adiante.","232"
"F0076","Estava a pensar em como a mistura de modos de ser é aquilo que leva à ampliação do campo das possibilidades. E que, na falta de expansão comunicacional como a moderna, a presença era um requisito. As sociedades locais vivem da abertura do real que outras sociedades trazem, pelo menos enquanto não se vive de acordo com o real — e isso requer mais aprimoramento do conhecimento técnico. E esse conhecimento só existe por contacto.

Na cabeça de cada um só vive o que lá vive. É no pensamento do outro que está o interruptor da luz. A captura de mais potencialidades, a abertura do modo de ser à liberdade ontológica, deixa de ser necessária quando o conhecimento deixa de ser local. A homogeneidade das sociedades hoje já não é o oposto da captação de potencialidades. A pólis tornou desnecessária a sociedade cosmopolita.

O outro é o mesmo que eu: uma atualização no ser a conhecer o ser pela continuidade da relação. Apreender o outro como algo diferente de um ser é erro, porque não é real. É apenas evidência de que eu não existo só e de que a minha apreensão do real é local.

Hoje já não preciso de conhecer o outro pela presença; posso simplesmente conhecer o que ele diz, o que acaba por ser o mesmo que conhecer como ele é, sem estar ao pé dele. Como poderia ser diferente? Uma rocha de ferro e outra de cobre não vêm ambas das explosões das estrelas? Talvez da mesma.

Consciência é apenas o nome dado à apreensão do contínuo do estado do ser. É o mesmo que um sentimento complexo, um feedback representado de um estado de coisas qualquer. Gostava de ver a consciência surgir num ser sem olhos, ouvidos ou nariz. Aliás, gostava de ver um ser sem sensores existir.

A filosofia de hoje é pobre e, por isso, triste. Qual é a outra opção que não seja a continuidade da atualização do estado de coisas dependente do estado de coisas atualizadas há um segundo atrás?","340"
"F0077","As emergências de um átomo são determinadas ao tornarem-se atualizadas. Não há colapso do campo. Há ser a existir pela relação que depende do pode-ser. Há atualização é o mesmo que dizer há ser, o que, como é óbvio, terá de ser real.

O vazio que ocupa, creio eu, 99 por cento do espaço, não poderia estar ocupado. Se estivesse, não haveria qualquer estrutura complexa — biológica, humana. Haveria apenas um contínuo de atualizações que creio levariam necessariamente à implosão do universo.

O ser é a variação contínua do ser. Mas essa variação obriga a que o ser esteja colocado em algum lado. Onde fica, então, a condição necessária para a possibilidade do ser?","114"
"F0078","Mas pode-se, porque dentro do próprio sistema criado pelo facto de a liberdade do indivíduo derivar necessariamente na abertura a todo o ser humano — como é óbvio incluindo mulheres — a esse caminho de liberdade ativa, podemos dizer, de maneira muito imprecisa, “entrar no mercado de trabalho”. Não, no fundo é só conceder-lhes a liberdade. A liberdade de movimento. A liberdade de ser o que é. Logo, a consequência seria sempre essa: a mãe poderia, assim como o pai, ter o mesmo grau de liberdade.

A questão não é essa. A questão é que, dentro do modo de viver, dentro do círculo mais abaixo do grande círculo da liberdade, temos de contar com outros círculos. Um deles é o que fazemos não só com a necessidade do ser humano de se auto-preservar e de não se extinguir, mas também com a necessidade de manter filhos conhecedores do conhecimento que o resto da humanidade lhes deu, e que só se mantém vivo porque há filhos.

A resposta a esta evidência de múltiplas necessidades dos modos de ser nos círculos em que se vive tem de ser contrabalançada com a liberdade de que dispomos e com a obrigação moral — e completamente ontológica — da própria existência do ser: o ser tem de conhecer o que é. E eu não conheço o que sou se não for também um bocadinho do que já foi.

É sobre os modos de ser — mais corretamente dito — que contêm modos de pensar, modos de agir, modos de estar, e os modos relacionais com que nos relacionamos. E isto aplica-se universalmente, mas vai sempre depender da posição que cada um ocupa.

A variedade humana é enorme. As potencialidades humanas, as capacidades, as possibilidades são amplas. É correto dizer proposições verdadeiras sobre as potencialidades de cada um verificadas pelas capacidades de cada um. Uma coisa é necessária à outra. E é isso que fazemos de modo implícito, mesmo quando não reconhecemos essa estrutura verdadeira do universo ao caminhar.

Quem criou o fogo não foi apenas quem o descobriu, mas quem conseguiu descrever corretamente o processo de criação do fogo para que outros também o pudessem fazer. Se só um souber fazer, a ideia acaba. Todas acabam assim.

Por isso avaliamos competências, capacidades, e até níveis psicológicos. Mais uma demonstração de que dentro do ser há o que somos. Se não nos cercarmos do que tomamos como verdadeiro, não analisaremos verdadeiramente questões como: terei filhos? Com quem me devo juntar? Antes disso tudo: que tipo de pessoa sou? Que tipo de pessoa quero ser?

Sem um modo de ser que obrigue a estas perguntas, elas nem sequer se colocam. Vivemos muitas vezes em modo automático. A correção, quando não é reflexiva, torna-se traumática. O trauma surge pelo arrastar da situação, pela inação em corrigir o caminho.

Mas tudo isto são auto-evidências. Porque, no fundo, como poderia o universo ser de outro modo?","486"
"F0079","Porque, no fundo, a única pergunta que existe é: o que é isto? E o que é isto de viver aqui nisto? É a realidade. Nós e a realidade. Somos nós.

O que é isto de ser uma espécie humana? O que é isto? O que é isto de sermos animais? De onde é que vimos? Hoje em dia isso é rapidamente explicável. Temos a evolução dos animais durante centenas de milhares de anos, a comportarem-se de certas maneiras. Uns gostavam mais de umas coisas, outros de outras, e isso traduzia-se em adaptações. É tudo verdadeiro. É um dos idiomas verdadeiros que hoje existem.

E depois olha para nós. Porque daqui vem a ligação lógica para o que somos nós. Não somos só um ser pensante. Somos também uma entidade corporal. Temos um corpo. E esse corpo está ligado ao pensamento. Está tudo ligado. As redes neuronais não se restringem ao cérebro.

E o que é isto que diz aquilo que a pessoa faz? Podemos sempre dizer: faz o que quiseres fazer. Nada te impede. Mas isso não é verdadeiro. Porque isso não é o bom. É a mesma coisa dita com outras palavras.

O pai e o filho percorrem a vida juntos. O filho cresce, torna-se adulto, o pai morre. O ciclo continua. Mesmo que não se viva de acordo com o passado, a verdade continua a existir. Se vier um meteorito e não se souber que ele vem, acaba-se tudo. A realidade não depende da nossa vontade.

Isto obriga a uma certa continuidade do modo de ser. Continuidade não no sentido de não haver mudança, mas no sentido de estar enquadrada no tipo de modo de ser que se tem sido. Normalmente somos aquilo que temos sido. Podemos mudar, mas não de um dia para o outro. E enquanto não se muda, somos isso.

Quando algo acontece fora daquilo que somos, é a vida a abrir-nos uma porta. Mas quando algo se estabiliza, passa a ser nós.

A lógica não está reservada para uma elite. As leis universais aplicam-se à vida. No mundo da inteligência artificial, quando o produto da máquina se tornar indistinguível do humano, qual é o único critério que resta ao homem? A verdade. Conhecer como a realidade é e como o homem é dentro da realidade.

Durante gerações transmitimos códigos morais, crenças, arquétipos, tidos como verdadeiros e, por isso, orientadores do modo de ser. Essa estrutura é o que permitiu navegar no real. Deus, nesse sentido, é a realidade. E é isso que Nietzsche toca quando fala da morte de Deus.

Quando desaparece um código moral subjacente, valores estruturais explícitos na cultura, não resulta apenas relativismo abstrato. Resultam perversões do próprio sistema. Passa a ser possível justificar não só absurdos, mas males reais.

Dizer seriamente que a realidade não existe e que só o que eu sinto existe. Logo, se sou homem posso ser mulher. Se o bebé está dentro de mim, tudo pode ser justificado. Não se trata de fazer algo escondido sabendo que é errado, mas de justificar culturalmente como bom. A realidade deixa de fazer parte da equação e é substituída por cientificismos, racionalidades ou formalismos quaisquer.","526"
"F0080","Até podes comer a sopa com um garfo, mas se a colher existe é por algum motivo. Estava a pensar nisto na questão da IA, das armas, dos hambúrgueres, e de tudo isso — whatevs — irrelevante para tudo, inclusive para o critério de verdade.

Se no teu círculo não há uma colher, há de ser pelo teu ser que assim é.","62"
"F0081","O modo de ser das sociedades antigas, por exemplo a egípcia, era funcional e cíclico. Funcional porque o contínuo da atividade — o contínuo do ser — era ocupado pela satisfação das necessidades básicas. E cíclico porque essa atividade se repetia em adequação constante aos meios ambientes.

A ligação ao físico, ao apreensível localmente, era central. Naquele tempo, tudo era dependente da proximidade. O modo de ser era um modo de viver no contínuo do ser. E o ser, aqui, é aquilo que é apreendido e representado no mundo exterior, do qual se é totalmente dependente para viver.","98"
"F0082","Ainda que o real seja o campo, com tudo o que ele permite — atualizações, relações, deteção, representação e ponto de vista único local que representa a representação, até à consciência —, com tudo isso que é campo, o nada seria o quê? Haver algo sem o campo? Sem as potencialidades do ser?

Aquilo que existe, ao existir, faz logo algo ser. Para ser nada, não poderia haver nada sequer que permitisse haver, o que já seria algo. O nada nunca pode ser.

O estado estável daquilo que se mantém em si mesmo é o que cria aquilo que se mantém a si mesmo daqui a um segundo. É da própria lógica do ser, que é, que se tem de retirar o nada, que é nada. Porque se houvesse nada, não poderia haver ser.","134"
"F0083","Se tiramos Deus do pensamento humano, como é natural que este seja em sistemas de ampliação do campo das possibilidades, não será também necessário retirar o círculo maior, o limite e o horizonte onde o homem opera? E crer que o círculo do homem — a terra onde o homem vive — é ele mesmo o círculo de máxima amplitude, sendo o homem o construtor do real?

A folha não é verde. É tudo menos verde. Verde é o comprimento de onda que a folha não absorve, que refrata e que bate nos nossos olhos. E é aqui que os subjetivistas e relativistas apontam: há um mundo em si que não é acessível pelo ser, há uma diferença ontológica, uma barreira.

Mas as condições em que opera a refração da luz na folha são condições do real. E, por isso, também o olho que recebe a luz está no real. “Ah, mas e os qualia?”, dizem. “E o greenness? O verde que eu vejo não é o verde que tu vês.”

E Wittgenstein diria o quê aqui? Que a lógica precede o mundo? Que o verde não existe no mundo? Ou que o verde existe no mundo e a proposição é válida se mantiver a lógica da existência do verde no mundo, sendo o homem apenas uma camada, um espectador a ver um filme?

Então o verde teria de ser o quê? O verde em si mesmo? Uma forma? Um número? Uma propriedade? Que analíticos que são. Que formalismo das linguagens.

Se o verde é uma possibilidade lógica de um estado de coisas, uma propriedade de uma coisa, então é algo que existe. E, sendo algo que existe, como é que pode ser tratado como mera experiência subjetiva? Não é apreendido como todas as outras propriedades físicas das coisas são apreendidas pela consciência?

Que possibilidade lógica é esta quando se atualiza? É limitada esta pretensa decomposição ilimitada. Porque tanto é real a folha que recebe a luz, como é real a luz, como é real onde a luz bate. Tudo isto é real.","343"
"F0084","Imagino mais como uma tela branca cheia de pulsões, como o campo subatómico virtual, o campo do poder-ser, que se vai pintando e compondo pelas relações que a tela e a tinta permitem. Como um átomo, uma molécula, uma estrutura atualizada, sempre limitada pelo que pode ser, até que o que pode ser passa a ver o próprio pode-ser e a entrar no dever-ser.

As ideias que nós temos, os pensamentos, refletem-se em ideias coletivas, claro, mas os modos de pensar e os modos de ser que encarnamos dependem em larga escala do campo das possibilidades. E isto é real. Não há potencialidades não atualizáveis, porque sendo o ser contínuo, sendo, nem que seja pela simples expressão do movimento e pela estabilidade estrutural dos objetos que compõem o mundo — isto é, das relações que propiciam a aparência e a atualidade das coisas —, temos já uma alegoria.

As ideias que temos vêm sempre de ideias anteriores. Não há ideias inovadoras coletivas, porque o coletivo não existe enquanto apreensão do real. Só daquele que consegue apreender o real pode vir alguma ideia, algum pensamento, algum alcance do modo de ser mais próximo do real. E isto leva a todo o tipo de dinâmicas progressistas, até ao ponto — que já sabemos ser incoerente — de se tentar apreender qual o melhor comportamento, os melhores modos de educação, aquilo que mantém a coesão anterior e propicia um melhor, ou menos mau, estado de coisas futuro.

A descoberta do processo, da forma, do modo de ser, do círculo da mecânica das sociedades e do círculo do indivíduo, é o descobrimento do real relativamente a círculos mais abrangentes do que antes. Isto acontece porque se conhece a minuciosidade daquilo que faz o tique-taque no ser humano e o modo como isso se expressa — ou melhor, como se categorizam os modos de ser coletivos. Mas isto é invertido: parte-se do modo de ser coletivo para inferir tudo, quando só pela observação dos meios de ser coletivos se pode inferir alguma coisa.

E o ser vai-se relegando Deus, aprimorando a minuciosidade do campo, daquilo que está à frente, da mecanicidade, mesmo que isso seja partilhado por três mil milhões de outros seres.

Quando se fala de causa e efeito para dizer que tudo é mecanicista, que não há livre-arbítrio, ou que tudo se reduz a determinismo, está-se apenas a pensar a partir da ideia descoberta de que há causa e efeito na física das coisas. Depois o modo de operar coletivo futuro vive sobre a representação dessa ideia, desse novo espaço iluminado, e não sobre o conjunto das luzes que ali estão, mas apenas sobre o espaço iluminado. Isto faz com que a aproximação ao real seja inferior.

Ao descobrir-se o ser e ao aplicá-lo à liberdade humana — que é no fundo o que está em causa —, o homem percebe que não é uma árvore a crescer para onde o ramo quer. Está num campo onde pode representar o mundo, refletir-se sobre ele e agir mediante pensamento de segunda e terceira ordem, com pontos de vista internos e determinantes. E dizer que isto é uma relação simples, sem condições passadas, presentes e prováveis, é falso.

A intensificação não é para a intensificação. É apenas o caminho para a dignidade, para o reconhecimento de que eu sou tanto como qualquer outro. Do ponto de vista ontológico. E isto leva-se depois a todo o tipo de justificações para comportamentos, até contra o real.

Pela própria natureza da quantidade de modos de ser que existem no mundo, a maioria das pessoas vive 99% dos seus dias na sua própria cabeça, com o seu ponto de vista como centro do mundo. O afastamento do real adensa-se pelo relativismo das proposições ditas verdadeiras. Essa relatividade afasta sempre do real, mesmo quando é apresentada como conhecimento mais aprofundado.

Há potencialidades atualizáveis: há uma célula num órgão, há o que fiz ontem — nem que seja pelo simples facto de que, se não tivesse conduzido para casa ontem, ainda estaria no trabalho. Daí a continuidade do ser e a sua estrutura relacional.

As ideias, enquanto modos de ser, existem na representação do ser (o que foi e o que é), no poder-ser (o que poderá ser ou poderia ter sido) e no dever-ser (como teria de ser para estarmos a falar da realidade e não apenas de uma receita de tartes).

Viver na representação de Kant ou no discurso de Wittgenstein é o que de facto fazemos, por ser essa a característica humana. Mas isso não pode servir de verdade, porque esquece o círculo maior. Ainda assim, é isso que somos: o animal que domina todos os nichos em que se encontra, pela racionalização das parcas descrições do real.

A descoberta do real traz consigo, à medida da sua atualização, o próprio modo de ser a viver nessa nova parte do mapa. Olhamos para o relevo que se revela e dizemos que são apenas categorias da consciência que permitem a revelação do real, e não o próprio ser. Mas isso ignora que o real se mantém descoberto pela sua própria estrutura, refletida em todas as ciências — ciências, não “ciências” — sem necessidade de perguntar como a mente concebe o real.

É natural ver no coletivo uma direção, porque eu apreendo os outros e a mim próprio. O coletivo nasce daí, mas só porque também nasce de mim. Isto esquece-se pela nossa característica animalesca de dominar nichos, porque representamos simbolicamente e delegamos a validação dos modos de ser.

Não é preciso comer em Tóquio quando posso comer nos dez restaurantes à volta de casa que conheço. A adequação ao nicho leva-me à adequação ao modo de ser do nicho. Mudar fora dessa direção é mais difícil, porque destrói caminhos físicos, biológicos, neuronais. É mais fácil viver de acordo com o modo coletivo local.

Se algum estado de coisas pretende afetar o meu estado de coisas, prevalece a permanência do contínuo do estado de coisas existente há um segundo, há dois segundos. O relativismo, a delegação do real por outras prioridades, é justificável em círculos menores. Caso contrário, nem haveria ser humano.

Delegável não é o real. Delegável é o saber o que é o real. Delegar a função de conhecer o real no símbolo criado pelo outro. Não precisar de ir buscar pela primeira vez o real extra-sensorial, mas agir como se já se soubesse o que é. A resposta sobre como devo comportar-me, pensar, ser, é delegada no coletivo e não no pai. Porque o coletivo já descobriu tanto de real que a mim basta agir como se diz que é.

O problema é que o “diz que é” pode ser qualquer coisa. E isso é triste. Porque o resultado de toda a relatividade do pensamento humano, em especial do discurso filosófico, é sempre o mesmo beco: ou a consciência vem do cérebro e é física, ou não vem e não é física; ou o valor vem do físico ou vem da consciência. Se vem da consciência, é subjetivismo; se vem de fora, é materialismo.

O encaixe natural em posições simples, simbólicas, fáceis de apreender, é isto a que se chega.","1193"
"F0085","E como a filosofia, não sendo a melhor descrição do ser, leva normalmente a dois únicos caminhos possíveis: tentar viver na teia criada pelos filósofos mais potentes, ou então ter de dar um salto. Fazer uma suspensão qualquer. Uma suspensão da crença, ou do que for, para tentar chegar à descrição do ser não pelo poder-ser, mas pelo próprio dever-ser.

E é por isso que, no fim, tudo acaba sempre na pergunta: Deus existe ou Deus não existe? E depois seguem-se os argumentos — o da primeira causa, o ontológico, e todos os outros — como se fosse isso que estivesse em causa. O que falta aí é perceber que todo esse discurso parte de suposições sobre aquilo que é, não a partir daquilo que é, mas a partir do que os próprios sistemas de pensamento dizem ser.

Irrita-me a invenção contínua de termos e frásicas, salvo quando uma palavra, ainda que composta, representa algo especialmente real. Fora isso, é o sistema a densificar-se em si mesmo, criando categorias, subcategorias, e depois obrigando-nos a falar dentro desses termos para sequer compreender o modo de pensamento de alguém. Eu não quero saber do modo de pensamento dele; quero saber do que ele diz relativamente àquilo que é.

Depois há a piada do panpsiquismo moderno, tal como aparece hoje, e dos novos professores de filosofia com podcasts, a falarem de tudo como se fosse um buffet. Filosofia para aqui, filosofia para ali, sem nunca sair de dentro. Olham todos para dentro. Sempre para dentro.

E depois há a contradição: dizer-se ao mesmo tempo que tudo é relativista, que só temos acesso ao que o cérebro permite, e depois afirmar que drogas expandem a consciência e nos fazem conhecer melhor o Universo. Se conhecemos melhor o Universo, então há algo que está a ser conhecido. Não pode ser tudo apenas interno.

Mesmo concedendo tudo — concedendo que o homem descobriu todo o processo, todo o fluxo, toda a mecânica — o que isso concede é apenas isto: que o modo de ser da atualização é a única coisa que o homem pode conhecer. Este é o limite real. Não há limite interno, nem categórico.

Todo o fechar do labirinto, todo o aumentar das paredes do labirinto, é esquecer que o que experienciamos é o fluxo. É o movimento. Nós vemos a atualização das coisas. Não vemos a coisa em si como algo fixo. Vemos o facto. E insistimos na atualização das coisas. Está tudo certo. É isso que vemos.","416"
"F0086","Sabe-se hoje tanto sobre o mundo, sobre o pormenor das regularidades do modo de ser — que é a única coisa que permite um contínuo com estruturas complexas — que esse mesmo conhecimento difunde e dificulta a ligação entre a apreensão natural do homem e símbolos simples, curtos, gramaticalmente leves, que abarquem a realidade de forma inteligível.

A falha não está no modo de ser, que é o que é, mas na falta de conceitos simples que expliquem o mundo. Não preciso de saber matemática nem refazer o caminho de Einstein para perceber que objetos com massa têm energia e que distorcem o espaço por existirem.

A crítica é ao hiperestruturalismo que nos faz perder o processo. Vê-se isso até na forma como se retrata o génio, como no filme sobre Oppenheimer: tenta-se mostrar que ele via algo que mais ninguém via, como se tivesse uma capacidade especial. Mas isso é falso. Ele via porque tinha o substrato das descobertas anteriores. Sem Bohr e a mecânica quântica, não teria concebido nada.

O conhecimento é cumulativo, depende da memória, da inscrição prévia. Não há pensamento sem repetição, sem caminhos desenhados, sem cadeias neuronais físicas. Mesmo a imaginação exige inscrição. Fora o trauma — que cria memória direta — todo o pensamento exige repetição.

Sem memória, não há consciência. Sem capacidade de transformar sensação exterior em representação interna, não há pensamento.

Os filósofos que se afastam do real vivem na causalidade do processo: ou dizem que tudo é irrelevante porque está determinado, ou que tudo é definido pelo eu porque o processo somos nós. Mas isso confunde o processo com o ser.

Aqui é o contrário: o processo é círculo menor. Quando se atribui ao eu ou à consciência o fundamento do processo, retiram-se as necessidades de estar inserido num círculo maior. A compartimentalização nasce daí, do próprio modo de ser humano.

Seria preciso não ser assim para não compartimentalizar, mas isso exigiria um modo de ser perfeito. E o perfeito é o bom, e o bom é o real. E essa carga é demasiado pesada.","344"
"F0087","O discurso estruturalista anda, em geral, assim: existem objetos, existem relações e existo eu. Porque eu existo, não posso ficar fora do que existe. E como consigo moldar o meu sistema próximo, conclui-se que eu sou fundamento de algo — daquilo que me é reconhecido. Torna-se inevitável um tratamento diferenciado do eu e do real.

Dizer que algo é verdadeiro passa então por recolocar o eu no seu sistema, sem o perder. O eu com o seu ponto de vista, o seu horizonte, a linha do horizonte à sua volta, pela própria estrutura visual, pela subjetividade. A verdade torna-se um modo de relação entre o indivíduo e o real.

A crítica, quando deve ser feita, deve ser feita perguntando apenas: o que é que se está a dizer sobre o que é, neste livro, nesta ideia, neste artigo, nesta opinião? Porque os seres humanos vivem, de facto, nos seus círculos locais. Cabe à filosofia percorrer todo o espaço.

Antes de prescrever valores, a filosofia deveria olhar para o real e descrevê-lo com precisão: não apenas que há objetos, mas que objetos; não apenas que há relações, mas que tipos de relações; quantas relações correlacionadas existem; que tipos e modos de ser já descobrimos existir e conseguimos identificar como integrados na realidade.

Isso não existe. E por isso a crítica tem de começar por perguntar o que é que esta pessoa achava daquilo sobre o que falava — o que é, no fundo, insistir em olhar para as estrelas.

O que Wittgenstein propôs, tanto no primeiro como no segundo momento, foi: no primeiro, que fora do quadro lógico não se fala, afastando o real do processo humano; no segundo, que nem sequer há real, apenas a colocação do eu no mundo pelas regras da existência consciente.

Para colocar o bem fora de nós seria preciso despir-nos do ego, mantendo ainda assim o ego como existente. O real pode estar fora, mas o bem está na ação humana. Postula-se então uma ponte intransponível.

Mas essa ponte já está pressuposta na formulação. E se tudo for condicionado pelo eu, basta eliminar o eu para que o campo das possibilidades desapareça e as luzes se apaguem. Se até as pedras existem pela relação interna dos seus átomos e pela relação com o exterior, como é que a vida humana, o significado e o valor não seriam também a atualização da relação de um ser livre?

Isto concedendo todos os suportes das posições filosóficas — não as prescrições. Os génios descrevem algo real, ainda que incompleto. O problema começa sempre para lá da boa descrição.","430"
"F0088","Na relação do homem com o real, sendo o homem real, vai preferir os modos potenciais que o favoreçam a si próprio. Mesmo um racista que se ache superior ao outro, se daí resultar lucro ou vantagem, incluí-lo-á na sua relação e dele fará trabalhador, inquilino, amigo, seja o que for. Se assim não fosse, não haveria sequer relação com o outro.

O comum é esta dinâmica; caso contrário viveríamos todos no círculo do real e não na apreensão do real, o que sabemos não ser o caso. O círculo que se tem como verdadeiro ajusta-se ao círculo maior que sou eu. Há benefício no modo de ser de esquerda do mundo; caso contrário não haveria massas de onde pudesse surgir o filósofo.

O contínuo da vida não é um espírito que nos percorre; é local. Não há corpo conjunto: se eu perder um braço, mais ninguém o perde. A dependência do ser no tempo — se quisermos ser místicos —, a consciência percebida como contínua, não o é como substância, mas como relação. Não percebemos objetos, mas relações. É no pequeno-almoço que cada um comeu ontem, e não num pequeno-almoço comunal.

O tautológico não vem da circularidade com o real, mas do fundamento que se pretende atribuir a algo contrário: um deus-ente qualquer, sempre menor e autorreferencial. Se não fosse assim, por que razão se teria aprimorado a relação do homem com o real pela agregação contínua do desconhecido em várias entidades, tantas quantas as luzes abertas no campo das potencialidades, e não numa entidade única, no eu?

Não há coisa real senão atualizações. Há talvez uma certa entificação quando se fala de universos em cada coisa, ou de novos universos a cada atualização quântica, ou na essencialização das leis descobertas. O enquadramento aqui é estritamente descritivo: no real há o real a manifestar-se, sem espaço para outros reais que teriam de se manifestar pelos seus próprios reais, o que seria absurdo.

A atualização acontece com a relação. A indeterminação existe enquanto não há relação que a determine.

A matemática surge como língua quando não se consegue articular o real linguisticamente. Isso pode ser verdadeiro no processo, mas quando conhecido torna-se pedante não expressar o que se pensou. O pensamento morre no círculo da língua privada.

Concedendo todos os não-realistas, pergunta-se: onde fica o real que é descoberto pela consciência e que não se resume à nossa consciência? Onde fica o contínuo aprimoramento da descrição se não tivesse de percorrer as cabeças de cada um e não apenas a de quem primeiro descreveu? O que seria sequer aprimoramento se não fosse relacional? Sem relação, não haveria contacto.

A liberdade como valor é valor porque corresponde ao modo de apreensão do homem, mas é sobretudo evidência do que existe. Num universo determinista, a liberdade surge quando o homem se reconhece como aquele que pode afastar-se do campo causal físico da atualização.

A ação humana consciente é livre nesse sentido, não como conclusão, mas como descrição. É como dizer que uma pedra rola pela colina, enquanto o homem pode escolher o passo e cair ou não cair. Dizer que o homem é livre é dizer o que ele é: aquilo que se mexe no seu campo de possibilidades, que escolhe onde se mexer e onde ampliar esse campo.

O ser consciente reflexivo é o único que amplia o seu campo de possibilidades porque o conhece. Reconhecer a liberdade do homem não é uma necessidade interna, mas correspondência com o real. É uma proposição verdadeira porque corresponde ao que é.

Por isso, qualquer pergunta de círculo menor — no fundo todas — sobre o melhor modo de viver, só pode ter resposta se preservar a correspondência com o real. E, neste ponto, liberdade e dignidade aproximam-se, não por identidade moral, mas por estrutura ontológica comum: ambos são livres. Fora isso, qualquer resposta depende sempre de saber se preserva essa correspondência — e não creio que hoje nenhuma preserve.","656"
"F0089","O bom governante é aquele que luta contra o constante mapeamento que o homem quer fazer sobre a realidade, preservando a liberdade e a dignidade. É aquele que faz do governo o campo onde o homem pode atuar, restringindo apenas a ação na relação entre a liberdade e a dignidade de cada um.

Por isso se chama leis às leis civilísticas. Depois, como é óbvio, tudo se quer abranger e tudo se chama lei, mas as leis civilísticas e as leis físicas são, no fundo, leis: descrições das regularidades dos modos de ser.

Um dos modos de ser do homem é comprar e vender, trocar, dar e receber, mutuar, emprestar. Isto é verdade desde o Código Civil napoleónico e continuará a ser verdade em todos os sistemas que preservem a liberdade e a dignidade. O sinalagma perfeito destas relações jurídicas traduz a correspondência do real com a liberdade e a dignidade.

Como poderia ser de outro modo? Se há paridade ontológica entre as pessoas que compõem uma sociedade, então há regularidade nos modos de ser entre modos de ser iguais. As posições filosóficas opostas teriam de aceitar, pela sua própria lógica, que não existissem arquétipos nem modos de ser estáveis.

Dizer que cada sociedade tem os seus próprios valores e que os valores axiológicos diferem entre sociedades — que umas batem nas mulheres e outras não produzem a panóplia de direitos humanos — falha o ponto central. A questão é sempre o real.

Os círculos internos vão sempre existir, porque são locais. As causas e os efeitos são sempre locais. Os modos de ser internos de cada sociedade são justificáveis pelas próprias sociedades. A questão é saber se essa sociedade toca no real.

Se toca no real, então os modos de ser que emergem — liberdade e dignidade — são os mesmos. Perguntar se há dignidade em sociedades que batem nas mulheres é perguntar se essas sociedades ainda não vivem numa parte do real que já foi iluminada por outras. Saber que vivem de modo diferente por viverem em erro já é um dado.","344"
